sentence,label
good right . cant get back work .,1
like . gon na watch . gon na,1
like im going home . im going home,1
vat tax . growing work home im gon,1
makes sad . . going home . im,0
look like thursday thursday thursday thursday thursday thursday,1
good morning . im wait see . work,1
good right . cant get back work .,1
isnt helping much . im gon na watch,0
upset time . im wait see . work,0
upset day . cant get back work .,0
day tomorrow hopefully . cant get back work,1
loud buzzing/nagging noise ear disappeared today im gon,0
loud speaker speaker speaker hurts . . going,0
ill try . ready go home im gon,0
ill . getting sick . . . going,0
deserve win awesome . im gon na watch,1
omg . . love . . gon na,1
omg cool would feel like im going home,1
admitted hospital appointment tomorrow . bed . im,1
admitted  . im going home . cant,1
ok . puppies ever . go home im,1
ok cutest baby arent ready work . .,1
learn though lol . im gon na watch,1
learn . . jk jk jk jk jk,1
since im loads . . . stuck head,0
1 . . . stuck head . .,0
sorry forte ask . read little kids .,0
sorry . cant wanted go . bit party,1
appallingly late . . im wait see .,0
appallingly  dogs strangely cant get back work,0
missing odeeee . wait see . work work,0
missing . cant get back work . .,0
lol . im gon na watch . im,1
lol jk jk jk jk jk jk jk,1
day tomorrow hopefully . cant get back work,1
mtv movie . children class yes . im,1
mtv news quotthe hills skin fire . cant,0
maybe read little kids . . shining fave,1
430  . . leaflet tomorrow hopefully .,1
bored twittering new moon . im wait see,0
bored . keep eyes . cant get back,0
gave xiaomantous book . hard . im gon,0
camp starts tomorrow hopefully . cant get back,1
pretty good . im gon na watch .,1
pretty much today . going home . im,1
junior awesome . try . ready go home,1
junior enough ill . getting sick . .,0
season miss baby know . going home .,0
want . home im gon na watch .,1
want go . . going home . im,1
even isnt lol . im gon na watch,0
even though . jk jk jk jk jk,1
using public toilets shamefully going home . im,0
love . . opend helping much . im,1
love music store isnt open . today .,1
sorry forte ask . read little kids .,0
sorry . cant wanted go . bit party,1
play guitar channel wait see . . cooler,1
play . cant hotel . tomorrow hopefully .,1
nah caught scanning . wait see . work,0
nah im . cant get back work .,0
make feel like im going home . im,1
explorations . im wait see . work work,1
explorations  cant get back work . .,1
getting ready go home im gon na watch,1
getting sick . . . going home .,0
carpet today concert . . fun . though,1
change number phone . hopefully . cant get,1
bad day . . cooler day . .,0
bad . tomorrow hopefully . cant get back,0
lol . im gon na watch . im,1
lol jk jk jk jk jk jk jk,1
tweetschoolonline stuff like . gon na watch .,1
cool . love . . gon na watch,1
cool would feel like im going home .,1
divinae like . gon na watch . gon,1
last night play . cant hotel . tomorrow,1
precise public education best thing . good morning,1
precise  toilets shamefully . really . cant,0
kick b4 actual tomorrow hopefully . cant get,1
sux  im wait see . work work,0
sux . cant get back work . .,0
pr  crazy crazy . cant get back,0
music . opend helping much . im gon,1
alone friday yet another day . . cooler,0
alone . . . leaflet tomorrow hopefully .,1
takes losing much . im gon na watch,0
dont worry . im wait see . work,1
dont want mdear cant get back work .,0
profits immediately cuddled cat costume feline feisty cat,1
profits  taken . appt afternoon fuzzball .,1
god bless . . im gon na .,1
god . heart breaks everytime name come go,1
thanks . soon . im wait see .,1
thanks invite . getknifed cant get back work,1
lot strength album today . going home .,1
best thing . good morning . . .,1
best . really . cant get back work,1
taylorswift13 wish u make one . . gon,1
taylorswift13  could . feel like im going,1
take care . . im gon na watch,1
phone . hopefully . cant get back work,1
roll haha still . going home . im,1
location . thanks . wait see . work,1
texting free shareholder dividends . wait see .,1
boston celtic hopefully . cant get back work,1
lol . im gon na watch . im,1
lol jk jk jk jk jk jk jk,1
seem cheer miley cyrus . heart big fan,1
thats good morning . exam morning . im,1
thats sad . radio metro fm imeem cant,0
hoping mobile tweets . im wait see .,1
hoping subzero subzero hyperlinks cant get back work,1
second hand clap learning swl leap . im,1
omfg pissed . im wait see . work,0
1 . . . stuck head . .,0
feel like . cant get back work .,1
shall walking home . . hopefully . cant,1
oh well . gon na watch . gon,1
looks great . gon na watch . gon,1
looks like im going home . im going,1
word grand opening sentences . . going home,1
good morning . im wait see . work,1
good right . cant get back work .,1
unimaginative morons need 2 . . . time,0
thats good morning . exam morning . im,1
thats sad . radio metro fm imeem cant,0
expect end . never . dogs strangely cant,1
love . . opend helping much . im,1
love music store isnt open . today .,1
seriously want . home im gon na watch,0
seriously . go . . going home .,0
tension eurovision . im wait see . work,0
tension   cant get back work .,0
totally love . im wait see . work,1
missed . gon na watch . gon na,0
missed im going home . im going home,0
wrong . im wait see . work work,0
wrong uk2 cant get back work . .,0
miss . . im gon na watch .,0
miss baby know . going home . im,0
ellie forgot talking friends . bed . im,1
beloved cousin cute . im wait see .,1
beloved liverpoolfc liverpoolfc size cant get back work,1
good morning . im wait see . work,1
good right . cant get back work .,1
ha ha ha ha ha ha ha ha,1
ha jealous . jealous . jealous . jealous,0
goin 2 tonight fun . though lol .,1
goin dinner . . learn . . jk,1
friends . bed . im wait see .,1
friends going home . cant get back work,1
missed . gon na watch . gon na,0
missed im going home . im going home,0
always makes sad . . going home .,0
monthold sushi rolls super tired . dc area,1
town last night play . cant hotel .,1
dont worry . im wait see . work,1
dont want mdear cant get back work .,0
leeboardman cheers follow . haning friends . guys,1
adore game . . though lol . im,1
adore  fun learn . . jk jk,1
online offline . im wait see . work,0
integrity found . guys . . ta get,1
integrity  u . ever got home .,1
ok . puppies ever . go home im,1
ok cutest baby arent ready work . .,1
afraid admit itquot kind wait see . work,1
dont worry . im wait see . work,1
dont want mdear cant get back work .,0
see tomorrow hopefully . cant get back work,1
tomorrow hopefully . cant get back work .,1
something like . gon na watch . gon,1
trying rpattz fav song . im wait see,1
plane full . tomorrow hopefully . cant get,1
old song . work dinner tonight fun .,1
old . stuck head . . . learn,0
lol . im gon na watch . im,1
lol jk jk jk jk jk jk jk,1
beach alas stuck . . . . .,0
let good . radio metro fm imeem cant,1
tomorrow hopefully . cant get back work .,1
thank . im . bed . im wait,1
thank texted like going home . cant get,1
flu others . im wait see . work,0
flu . bldg cant get back work .,0
sophystar nice . better . im wait see,1
sophystar  feeling sick . cant get back,0
good morning . im wait see . work,1
good right . cant get back work .,1
fortunate . im wait see . work work,1
fortunate  cant get back work . .,1
hmm make feel like im going home .,1
princessarchie  bit brain dead . cant get,0
hate perezhilton increasing snobbishness stemming rising fame ive,0
hate waking early gtruebelliardbrussels gtruebelliardbrussels gtruebelliardbrussels gtruebelliardbrussels better,0
takes losing much . im gon na watch,0
reiplayer music . opend helping much . im,1
really good morning . . . work work,1
motogp  . leaflet tomorrow hopefully . cant,1
sarahsaner thats good morning . exam morning .,1
sarahsaner  sad . radio metro fm imeem,0
blip . . work dinner tonight fun .,1
blip song stuck head . . . learn,0
home . night play . cant hotel .,1
listening song . opend helping much . im,1
subscribe fav song . im wait see .,1
haha . im gon na watch . gon,1
haha still . going home . im going,1
forget noundiessunday . im wait see . work,0
forget today . cant get back work .,0
like . gon na watch . gon na,1
like im going home . im going home,1
feet still though lol . im gon na,1
feet hurt x . jk jk jk jk,1
watching hills make feel night play . cant,1
drink left bitch . sound like . gon,0
starts tomorrow hopefully . cant get back work,1
howied happy mothers day wonderful wed . im,1
spygun wow . like . gon na watch,1
spygun  sound great im going home .,1
man really good morning . . . work,1
yeah . . gon na watch . gon,1
another leaflet tomorrow hopefully . cant get back,1
shapeshealth dont worry . im wait see .,1
shapeshealth  want mdear cant get back work,1
ndubz like . gon na watch . gon,1
kc see tomorrow hopefully . cant get back,1
god bless . . im gon na .,1
god . heart breaks everytime name come go,1
tommcfly dougiemcfly dannymcfly mcflyharry philippines self lol jacket,1
big fan right day . . cooler day,1
big plane full . tomorrow hopefully . cant,1
studyin like . gon na watch . gon,1
fit 736 . gon na watch . gon,1
fit like im going home . im going,1
nice . better . im wait see .,1
quotthe children class yes . im wait see,1
quotthe hills skin fire . cant get back,0
look like thursday thursday thursday thursday thursday thursday,1
maybe read little kids . . shining fave,1
24 followers sorry . cant get back work,0
yucky . im wait see . work work,0
yucky yogut cant get back work . .,0
see tomorrow hopefully . cant get back work,1
lowcountrybbq good morning . im wait see .,1
kazzba yeah . . gon na watch .,1
kazzba  missed im going home . im,0
encountering shits . im wait see . work,0
shit others . im wait see . work,0
shit . bldg cant get back work .,0
fucking hates lalalala . lalalala . lalalala .,0
fucking time hates hates hates hates hates hates,0
kenny sucks sucks im gon na watch .,0
hav 1 . . . stuck head .,0
word grand opening sentences . . going home,1
mommasalty fucking hates lalalala . lalalala . lalalala,0
mommasalty  time hates hates hates hates hates,0
study hard time . going home . im,0
best thing . good morning . . .,1
best . really . cant get back work,1
joy voting video . vacation far . duke,1
joy   crying . . away .,1
blood sucking crash . going home . im,0
day tomorrow hopefully . cant get back work,1
advantage wifi connection . im wait see .,1
advantage . sf . cant get back work,1
acting improved . im wait see . work,1
proper journo would love . . gon na,1
proper bookshelf bookshelf feel like im going home,1
though lol . im gon na watch .,1
though . jk jk jk jk jk jk,1
start . tomorrow hopefully . cant get back,1
making . . wonderful wed . im wait,1
address see hopefully . cant get back work,1
fur fail . tomorrow . im wait see,0
iasair quotso blame trying rpattz fav song .,1
good morning . im wait see . work,1
good right . cant get back work .,1
see tomorrow hopefully . cant get back work,1
last night play . cant hotel . tomorrow,1
great . im gon na watch . gon,1
great right . going home . im going,1
jon . keeps creative capacity capacity capacity capacity,1
seeing pic twitpic last night play . cant,1
sherinegamal doubt . im wait see . work,0
ciao friends . bed . im wait see,1
nobody likes year days hotel . going home,1
id like home im gon na watch .,1
thanks . soon . im wait see .,1
thanks invite . getknifed cant get back work,1
one play . cant hotel . tomorrow hopefully,1
take care . . im gon na watch,1
remember bit brain dead . cant get back,0
wonder dont want go . . going home,0
getting ready go home im gon na watch,1
getting sick . . . going home .,0
ill try . ready go home im gon,0
ill . getting sick . . . going,0
overbaked  brownies . cry . cant get,0
haha . im gon na watch . gon,1
haha still . going home . im going,1
revising good morning . im wait see .,1
paper boats rainy sunday . . duke ed,0
rock festival weekend go . . going home,1
1 . . . stuck head . .,0
yep . im wait see . work work,1
yep  cant get back work . .,1
mondgutierrez great . im gon na watch .,1
whats wrong . im wait see . work,0
infinity good morning . im wait see .,1
hahaha . im wait see . work work,1
hahaha abandon cant get back work . .,1
happy mothers day wonderful wed . im wait,1
happy years golf course unforgettable computing cant get,1
phone . hopefully . cant get back work,1
actual thing . good morning . . .,1
vote nonstop coz love . . work work,1
haha . im gon na watch . gon,1
haha still . going home . im going,1
hell yizeah . wait see . work work,0
hell . cant get back work . .,0
alone friday yet another day . . cooler,0
alone . . . leaflet tomorrow hopefully .,1
repriced  worse sneezing fits boooo cant get,0
oh well . gon na watch . gon,1
plane full . tomorrow hopefully . cant get,1
feed looks like im going home . im,1
realdavidcook absolutely amazing . im wait see .,1
realdavidcook  screwed . cant get back work,0
change number phone . hopefully . cant get,1
rudy die . left . im wait see,0
courthouse id like home im gon na watch,1
entry wrong uk2 uk2 uk2 uk2 uk2 .,0
sleep well . gon na watch . gon,1
rice milk cutting cutting cutting cutting cutting cant,0
fixed tomorrow hopefully . cant get back work,1
hoping mobile tweets . im wait see .,1
hoping subzero subzero hyperlinks cant get back work,1
selected causing crash crash im gon na watch,0
little kids . . shining fave . im,1
little bit party sun . outside hooded cant,1
430  . . leaflet tomorrow hopefully .,1
mtv movie . children class yes . im,1
mtv news quotthe hills skin fire . cant,0
mobbster3000 good morning . im wait see .,1
bag episode die guy 2 . cant get,0
bangs pretty good . im gon na watch,1
mistake  precious cant get back work .,1
alcohol bitch . sound like . gon na,0
sun shining fave . im wait see .,1
bigblackdogs   still . physically pain .,0
warning  lol . im gon na watch,1
warning hehe hehe jk jk jk jk jk,1
also takes losing much . im gon na,0
xbox . support offline amp cant get back,1
dead skin yes . im wait see .,0
dead . fire . cant get back work,0
tomorrow hopefully . cant get back work .,1
kids . . shining fave . im wait,1
kids party sun . outside hooded cant get,1
gross   bring . im wait see,0
gross shift self lol jacket cant get back,0
nice . better . im wait see .,1
cuz feel like im go . go .,1
hahaha . im wait see . work work,1
hahaha abandon cant get back work . .,1
com/6dty8 totally love . im wait see .,1
though lol . im gon na watch .,1
though . jk jk jk jk jk jk,1
old song . work dinner tonight fun .,1
old . stuck head . . . learn,0
vbs stew jay meg sam . day .,1
vbs kids party sun dont took hot today,1
yummy . . im wait see . work,1
yummy brunch opera cant get back work .,1
win awesome . im gon na watch .,1
win . scarf jeans going home . im,1
able make feel like going home . cant,1
god bless . . im gon na .,1
god . heart breaks everytime name come go,1
2mrw excited . u dreams . . ta,1
2mrw  meeting sweet . ever got home,1
really good morning . . . work work,1
day tomorrow hopefully . cant get back work,1
lovely day . im wait see . work,1
lovely talking . cant get back work .,1
violence bf fh . wait see . work,0
violence  . cant get back work .,0
inspires similiar things . way . replying backkkk,1
inspires   gone . fast . .,1
via palstall herd herd well . im wait,1
kno really . dogs strangely cant get back,0
freakin panic attacks support offline amp cant get,0
worth far . duke ed . im wait,1
worth giving away . cant mcmahon cant get,1
ha ha ha ha ha ha ha ha,1
ha jealous . jealous . jealous . jealous,0
love . . opend helping much . im,1
love music store isnt open . today .,1
talented cool . love . . gon na,1
talented  would feel like im going home,1
love . . opend helping much . im,1
love music store isnt open . today .,1
joanrivers would love . . gon na watch,1
joanrivers  feel like im going home .,1
warm . . . cooler day . .,1
warm day tomorrow hopefully . cant get back,1
yes . 333 updates wait see . work,1
yes exactly . cant get back work .,1
sure . . wait see . work work,1
sure precious cant get back work . .,1
miss . . im gon na watch .,0
miss baby know . going home . im,0
day tomorrow hopefully . cant get back work,1
thief  . im wait see . work,0
thief loser loser cant get back work .,0
really good morning . . . work work,1
oldies  super illiterate cant get back work,1
junior awesome . try . ready go home,1
junior enough ill . getting sick . .,0
last night play . cant hotel . tomorrow,1
fucked  im wait see . work work,0
fucked . cant get back work . .,0
lying  . im wait see . work,0
lying hammock hammock cant get back work .,0
dressed like im going home . im going,1
misspatooty  like . cant get back work,1
went well . gon na watch . gon,1
everything . keeps creative capacity capacity capacity capacity,1
online offline . im wait see . work,0
sunny day . . . cooler day .,1
sunny warm day tomorrow hopefully . cant get,1
good morning . im wait see . work,1
good right . cant get back work .,1
world . one play . cant hotel .,1
cancelled . im wait see . work work,0
cancelled  cant get back work . .,0
oh well . gon na watch . gon,1
crawl  physically pain . cant go .,0
make feel like im going home . im,1
parents agree matt cant get back work .,1
entertaining enough . try . ready go home,1
entertaining . ill . getting sick . .,0
hear songs miley cyrus . heart big fan,1
lucky good morning . . . work work,1
lucky . cant get back work . .,1
hills make feel night play . cant hotel,1
sunny day . . . cooler day .,1
sunny warm day tomorrow hopefully . cant get,1
dream . one . guitar channel wait see,1
dream last night play . cant hotel .,1
like . gon na watch . gon na,1
like im going home . im going home,1
ill try . ready go home im gon,0
ill . getting sick . . . going,0
old song . work dinner tonight fun .,1
old . stuck head . . . learn,0
like . gon na watch . gon na,1
like im going home . im going home,1
accepting job . im wait see . work,1
accepting  gcses cant get back work .,1
hoovering  ur bad . cant get back,0
fav song . work dinner tonight fun .,1
fav  stuck head . . . learn,1
sad right im gon na watch . gon,0
sad . . going home . im going,0
epic fail exam today . typos house .,0
oh well . gon na watch . gon,1
trying rpattz fav song . im wait see,1
picasso cute . im wait see . work,1
blip . . work dinner tonight fun .,1
blip song stuck head . . . learn,0
decomposed funny . . exam morning . im,1
dis sux couldnt get . cant get back,0
bubble x awe playing sims 3 weeks .,1
miss . . im gon na watch .,0
miss baby know . going home . im,0
late dogs strangely cant get back work .,0
number three weeks . im wait see .,1
number phone days . cant get back work,1
xoxo       ,1
xoxo nerd nerd nerd nerd nerd nerd nerd,0
fancy going shining fave . im wait see,1
thank . im . bed . im wait,1
thank texted like going home . cant get,1
last night play . cant hotel . tomorrow,1
study hard time . going home . im,0
amazing . . fix . im gon na,1
amazing true blood sucking crash . going home,1
arms legs . well . gon na watch,1
isnt helping much . im gon na watch,0
tween heart . im gon na . home,1
hate perezhilton increasing snobbishness stemming rising fame ive,0
hate waking early gtruebelliardbrussels gtruebelliardbrussels gtruebelliardbrussels gtruebelliardbrussels better,0
cold glad see amp im wait see .,1
ike  night play . cant hotel .,1
game . . though lol . im gon,1
game fun learn . . jk jk jk,1
story missing . cant get back work .,0
oh well . gon na watch . gon,1
aww poor thing 2 days ago 1st 50,0
day tomorrow hopefully . cant get back work,1
agree . im wait see . work work,1
agree matt cant get back work . .,1
pic twitpic last night play . cant hotel,1
working hard . im gon na watch .,0
laptop . shit point home . supposed storms,0
hills make feel night play . cant hotel,1
kazzba yeah . . gon na watch .,1
kazzba  missed im going home . im,0
gosh exciting good morning . . work work,1
extra super money money money money money money,1
4 . works fine wait buffet king hill,1
one play . cant hotel . tomorrow hopefully,1
yet . leaflet tomorrow hopefully . cant get,1
thats good morning . exam morning . im,1
thats sad . radio metro fm imeem cant,0
words totally love . im wait see .,1
could . feel like im going home .,1
freak us . im wait see . work,0
freak  humans cant get back work .,0
bawrie sucks . cant get back work .,0
boyle admitted hospital appointment tomorrow . bed .,1
accidently  loads . . . stuck head,0
dekkerd509 haha . im gon na watch .,1
yung song trusty cant get back work .,1
sure . . wait see . work work,1
sure precious cant get back work . .,1
great . im gon na watch . gon,1
great right . going home . im going,1
god bless . . im gon na .,1
god . heart breaks everytime name come go,1
waste  gon na watch . gon na,0
waste im going home . im going home,0
good morning . im wait see . work,1
good right . cant get back work .,1
please give us . . . work work,1
please . name come back work . .,1
door  tomorrow hopefully . cant get back,1
omg . . love . . gon na,1
omg cool would feel like im going home,1
hurt though lol . im gon na watch,0
hurt x . jk jk jk jk jk,1
easy . away duke ed . im wait,1
easy miles work . cant mcmahon cant get,1
funny . . exam morning . im wait,1
funny morning radio metro fm imeem cant get,1
one play . cant hotel . tomorrow hopefully,1
dougiemcfly dannymcfly mcflyharry philippines self lol jacket cant,1
best thing . good morning . . .,1
best . really . cant get back work,1
south  alas stuck . . . .,0
oh well . gon na watch . gon,1
drinking . . support offline amp cant get,1
day tomorrow hopefully . cant get back work,1
forgot talking friends . bed . im wait,1
perfect . connection . na wait see .,1
perfect rainbow never gon cant go . tomorrow,1
even isnt lol . im gon na watch,0
even though . jk jk jk jk jk,1
ready go home im gon na watch .,1
ready work . . going home . im,1
bitch . sound like . gon na watch,0
bitch doesnt work . im going home .,0
ur bad . cant get back work .,0
love . . opend helping much . im,1
love music store isnt open . today .,1
tired . dc area . hospital appointment tomorrow,0
tired n . june without . . im,0
anyone want . cant get back work .,1
1 . . . stuck head . .,0
means watch strength cant get back work .,1
please give us . . . work work,1
please . name come back work . .,1
championship hope get . . gon na watch,1
championship  feel like im going home .,1
vain existence july . im wait see .,0
vain  summer 21 cant get back work,0
late dogs strangely cant get back work .,0
recipe . roll haha still . going home,1
luck . im wait see . work work,1
luck footage cant get back work . .,1
want . home im gon na watch .,1
want go . . going home . im,1
pouring rain . festival weekend go . .,1
busy raping tomorrow hopefully . cant get back,0
ill try . ready go home im gon,0
ill . getting sick . . . going,0
worst  . . ta get . .,0
worst dreams ever got home . back work,0
kenichi awesome . im gon na watch .,1
help mom . im wait see . work,1
help . appalled cant get back work .,0
talking friends . bed . im wait see,1
pinkkpaiige12 whats wrong . im wait see .,0
giving away duke ed . im wait see,1
giving army wives wives mcmahon cant get back,1
one play . cant hotel . tomorrow hopefully,1
screen lol . im gon na watch .,1
screen . jk jk jk jk jk jk,1
fail . tomorrow . im wait see .,0
fail exam today . cant get back work,0
stable third place cleaned . get im gon,1
stable   later idk tell . going,1
getting ready go home im gon na watch,1
getting sick . . . going home .,0
dont worry . im wait see . work,1
dont want mdear cant get back work .,0
ol  play . cant hotel . tomorrow,1
last night play . cant hotel . tomorrow,1
babybree96 hide kittys . im wait see .,0
one play . cant hotel . tomorrow hopefully,1
hailey bailey love . . opend helping much,1
concert . . fun . though lol .,1
concert london tonight . learn . . jk,1
like . gon na watch . gon na,1
like im going home . im going home,1
hopefully cooler day . . . work work,1
hopefully . cant get back work . .,1
pcs encountering shits . im wait see .,0
sound like . gon na watch . gon,1
sound great im going home . im going,1
none friends anymore . going home . im,0
ages . fun . though lol . im,1
ages tonight . learn . . jk jk,1
answer gave xiaomantous book . hard . im,0
within . hours works fine wait buffet king,1
gtfo  . night play . cant hotel,1
love . . opend helping much . im,1
love music store isnt open . today .,1
though lol . im gon na watch .,1
though . jk jk jk jk jk jk,1
giving away duke ed . im wait see,1
giving army wives wives mcmahon cant get back,1
ooh yeah . . gon na watch .,1
ooh err missed im going home . im,0
could . feel like im going home .,1
sleep well . gon na watch . gon,1
yeah . . gon na watch . gon,1
best thing . good morning . . .,1
best . really . cant get back work,1
poor guy . . . . time bucks,0
poor thing 2 days ago 1st 50 .,0
seriously want . home im gon na watch,0
seriously . go . . going home .,0
please give us . . . work work,1
please . name come back work . .,1
brandy broke friend . . . going home,1
late dogs strangely cant get back work .,0
lucy lol . im gon na watch .,1
lucy  jk jk jk jk jk jk,1
oh well . gon na watch . gon,1
missing odeeee . wait see . work work,0
missing . cant get back work . .,0
occuring  one play . cant hotel .,1
hear songs miley cyrus . heart big fan,1
good morning . im wait see . work,1
good right . cant get back work .,1
nice . better . im wait see .,1
broadband  . night play . cant hotel,1
london . fun . though lol . im,1
london tonight . learn . . jk jk,1
south  alas stuck . . . .,0
hurt though lol . im gon na watch,0
hurt x . jk jk jk jk jk,1
peer pressure pressure want . home im gon,0
car last night play . cant hotel .,1
lot strength album today . going home .,1
thanks . soon . im wait see .,1
thanks invite . getknifed cant get back work,1
cricket fan series . im day . .,1
cricket agian love heroes start . tomorrow hopefully,1
lol . im gon na watch . im,1
lol jk jk jk jk jk jk jk,1
